Rank,Player Name,Team,Blocks,Errors,Rebounds,Average Per Match,Efficiency,Total
19,Kentaro,JPN,11,29,31,0.79,-25.35,71
19,Lucas,BRA,11,33,39,1.0,-26.51,83
19,Mosca,ITA,11,24,14,2.2,-26.53,49
20,Petkov,BUL,10,23,38,0.83,-18.31,71
20,Herr,CAN,10,22,27,0.77,-20.34,59
20,Palonsky,ARG,10,26,19,0.77,-29.09,55
20,Nishida,JPN,10,27,29,0.67,-25.76,66
20,Lucarelli,BRA,10,30,15,0.91,-36.36,55
20,Keemink,NED,10,24,19,0.83,-26.42,53
20,Bednorz,POL,10,15,5,0.71,-16.67,30
20,Poręba,POL,10,10,5,1.25,0.0,25
20,Romanò,ITA,10,21,24,1.25,-20.0,55
21,Asparuhov,BUL,9,27,23,0.75,-30.51,59
21,Tatarov,BUL,9,34,26,0.75,-36.23,69
21,A. Lagumdzija,TUR,9,11,17,0.75,-5.41,37
21,M. Lagumdzija,TUR,9,23,15,0.75,-29.79,47
21,De Cecco,ARG,9,25,27,0.69,-26.23,61
21,Vicentin,ARG,9,16,8,0.69,-21.21,33
21,Nimir,NED,9,29,23,0.75,-32.79,61
21,Huber,POL,9,30,20,0.82,-35.59,59
21,Averill,USA,9,20,20,1.12,-22.45,49
22,Leal,BRA,8,33,20,0.73,-40.98,61
22,Vadi,IRI,8,30,33,0.67,-30.99,71
22,Jovović,SRB,8,21,15,0.67,-29.55,44
22,Krick,GER,8,18,18,1.0,-22.73,44
22,Kaczmarek,POL,8,13,9,1.0,-16.67,30
22,Jendryk,USA,8,19,27,1.0,-20.37,54
23,Tillie,FRA,7,16,20,0.47,-20.93,43
23,Brizard,FRA,7,15,15,0.47,-21.62,37
23,Eshenko,CAN,7,17,22,0.58,-21.74,46
23,Demyanenko,CAN,7,16,24,0.54,-19.15,47
23,Wiltenburg,NED,7,18,10,0.58,-31.43,35
23,Krage,GER,7,27,18,0.58,-38.46,52
23,Jelveh,IRI,7,24,19,0.58,-34.0,50
23,Salehi,IRI,7,9,9,0.64,-8.0,25
23,Morteza,IRI,7,16,6,0.64,-31.03,29
23,Mašulović N.,SRB,7,13,16,0.58,-16.67,36
23,Luburić,SRB,7,18,23,0.58,-22.92,48
23,Judson,BRA,7,17,13,1.0,-27.03,37
23,Jouffroy,FRA,7,15,13,0.54,-22.86,35
23,Karlitzek,GER,7,16,10,0.88,-27.27,33
23,Anderson,USA,7,17,20,0.88,-22.73,44
23,Defalco,USA,7,18,19,0.88,-25.0,44
23,Leon,POL,7,8,3,1.0,-5.56,18
23,Bieniek,POL,7,22,15,1.17,-34.09,44
24,Karyagin,BUL,6,7,13,0.5,-3.85,26
24,Savaş,TUR,6,5,10,0.55,4.76,21
24,Masso,CUB,6,19,12,0.5,-35.14,37
24,Ropret,SLO,6,28,40,0.4,-29.73,74
24,Urnaut,SLO,6,43,17,0.4,-56.06,66
24,Śliwka,POL,6,14,8,0.43,-28.57,28
24,Kujundžić,SRB,6,16,12,0.5,-29.41,34
24,Kurek,POL,6,15,10,0.6,-29.03,31
24,Kłos,POL,6,9,12,1.0,-11.11,27
24,Christenson,USA,6,26,26,0.75,-34.48,58
25,Ngapeth,FRA,5,2,3,0.83,30.0,10
25,Mergarejo,CUB,5,12,10,0.42,-25.93,27
25,Štalekar,SLO,5,17,14,0.33,-33.33,36
25,Gasman,USA,5,13,13,1.25,-25.81,31
25,Brand,GER,5,16,22,0.42,-25.58,43
25,Lavia,ITA,5,21,15,0.62,-39.02,41
25,Poriya,IRI,5,13,16,0.42,-23.53,34
25,Kovačević,SRB,5,16,11,0.42,-34.38,32
25,Perić,SRB,5,11,10,0.42,-23.08,26
25,Smith,USA,5,4,17,0.71,3.85,26
25,Jorna,NED,5,11,7,0.62,-26.09,23
26,Dimitrov,BUL,4,16,14,0.33,-35.29,34
26,Bultor,FRA,4,14,11,0.33,-34.48,29
26,Faure,FRA,4,23,20,0.27,-40.43,47
26,Bayram,TUR,4,15,17,0.33,-30.56,36
26,Kukartsev,ARG,4,7,9,0.31,-15.0,20
26,Fernando,BRA,4,24,30,0.31,-34.48,58
26,Ter Horst,NED,4,6,3,1.0,-15.38,13
26,Hanes,USA,4,5,9,0.57,-5.56,18
26,Kessel,USA,4,13,12,0.67,-31.03,29
26,Ewert,USA,4,15,8,0.5,-40.74,27
26,Komenda,POL,4,1,1,0.67,50.0,6
26,Semeniuk,POL,4,17,19,0.29,-32.5,40
26,Böhme,GER,4,5,8,0.5,-5.88,17
26,Sanguinetti,ITA,4,16,15,0.31,-34.29,35
26,Krsmanović,SRB,4,19,16,0.33,-38.46,39
26,Ivović,SRB,4,14,19,0.33,-27.03,37
26,Todorović,SRB,4,2,5,0.33,18.18,11
26,Ensing,USA,4,5,12,0.5,-4.76,21
27,Toniutti,FRA,3,7,11,0.2,-19.05,21
27,Ekşi,TUR,3,0,4,0.75,42.86,7
27,Yenipazar,TUR,3,14,33,0.25,-22.0,50
27,Sekita,JPN,3,17,22,0.21,-33.33,42
27,Tomita,JPN,3,4,6,0.23,-7.69,13
27,Larry,JPN,3,10,18,0.2,-22.58,31
27,Alonso,CUB,3,9,8,0.25,-30.0,20
27,Isac,BRA,3,14,19,0.27,-30.56,36
27,Mauricio,BRA,3,7,4,0.25,-28.57,14
27,Koops,NED,3,6,3,0.25,-25.0,12
27,Ter Maat,NED,3,7,14,0.25,-16.67,24
27,Knigge,USA,3,11,14,0.6,-28.57,28
27,Reichert,GER,3,10,12,0.38,-28.0,25
27,Bovolenta,ITA,3,13,21,0.23,-27.03,37
27,Grozer,GER,3,7,16,0.38,-15.38,26
27,Ran,JPN,3,13,7,0.6,-43.48,23
27,Russell,USA,3,3,6,0.75,0.0,12
28,Chinenyeze,FRA,2,7,4,1.0,-38.46,13
28,Wassenaar Ketrzynski,CAN,2,6,15,0.15,-17.39,23
28,Ramos,ARG,2,23,13,0.15,-55.26,38
28,Fukatsu,JPN,2,1,15,0.13,5.56,18
28,Miyaura,JPN,2,23,18,0.13,-48.84,43
28,Otsuka,JPN,2,13,14,0.15,-37.93,29
28,Sánchez B.,CUB,2,30,29,0.17,-45.9,61
28,Van Der Ent,NED,2,6,3,0.17,-36.36,11
28,Mujanović,SLO,2,3,5,0.13,-10.0,10
28,Garcia,USA,2,4,3,0.5,-22.22,9
28,Isaacson,USA,2,1,5,0.5,12.5,8
28,Butryn,POL,2,4,5,0.5,-18.18,11
28,Adamczyk,POL,2,4,1,0.5,-28.57,7
28,Jakubiszak,POL,2,4,2,0.5,-25.0,8
28,Fromm,GER,2,8,8,0.17,-33.33,18
28,Zimmermann,GER,2,8,14,0.29,-25.0,24
28,Porro L.,ITA,2,14,10,0.15,-46.15,26
28,L. Bergmann,BRA,2,3,5,0.22,-10.0,10
28,Carle,FRA,2,5,5,0.15,-25.0,12
28,Brehme,GER,2,16,13,0.5,-45.16,31
28,Bottolo,ITA,2,13,10,0.4,-44.0,25
29,Valchinov,BUL,1,6,2,0.09,-55.56,9
29,Subaşı,TUR,1,5,2,0.33,-50.0,8
29,Walsh,CAN,1,0,0,0.08,100.0,1
29,Sanchez Pages,ARG,1,2,6,0.08,-11.11,9
29,Gallego,ARG,1,3,1,0.08,-40.0,5
29,Palacios,ARG,1,4,4,0.08,-33.33,9
29,Kai,JPN,1,14,10,0.07,-52.0,25
29,Bruno,BRA,1,6,13,0.14,-25.0,20
29,Wetter,USA,1,2,0,0.25,-33.33,3
29,Szalpuk,POL,1,3,7,0.25,-18.18,11
29,Bołądź,POL,1,9,13,0.1,-34.78,23
29,John,GER,1,5,3,0.25,-44.44,9
29,Recine,ITA,1,5,3,0.08,-44.44,9
29,Sbertoli,ITA,1,7,7,0.08,-40.0,15
29,Anzani,ITA,1,7,11,0.12,-31.58,19
29,Nasri,IRI,1,1,2,0.12,0.0,4
29,Atanasijević,SRB,1,8,8,0.08,-41.18,17
29,Aydin,TUR,1,1,1,0.1,0.0,3
29,Kampa,GER,1,10,8,0.12,-47.37,19
29,Schott,GER,1,7,13,0.12,-28.57,21
29,Firlej,POL,1,3,3,0.25,-28.57,7
29,Ma'a,USA,1,2,3,0.12,-16.67,6
29,Jaeschke,USA,1,8,3,0.25,-58.33,12
29,Muagututia,USA,1,6,10,0.12,-29.41,17
29,Bostan,TUR,1,2,3,0.12,-16.67,6
30,Kolev,BUL,0,2,3,0.0,-40.0,5
30,Garkov,BUL,0,1,0,0.0,-100.0,1
30,Bozhilov,BUL,0,0,0,,,0
30,D. Kolev,BUL,0,0,0,,,0
30,Telkiyski,BUL,0,0,0,,,0
30,Nachev,BUL,0,0,2,0.0,0.0,2
30,Grebennikov,FRA,0,0,0,,,0
30,Diez,FRA,0,0,0,,,0
30,Döne,TUR,0,0,0,,,0
30,Hatipoğlu,TUR,0,0,0,,,0
30,Hoag,CAN,0,3,0,0.0,-100.0,3
30,Barnes,CAN,0,1,0,0.0,-100.0,1
30,Lui,CAN,0,0,0,,,0
30,Currie,CAN,0,0,0,,,0
30,Martinez Franchi,ARG,0,9,5,0.0,-64.29,14
30,Danani,ARG,0,0,0,,,0
30,Takanashi,JPN,0,1,0,0.0,-100.0,1
30,Ogawa,JPN,0,0,0,,,0
30,Yamamoto,JPN,0,0,0,,,0
30,Garcia,CUB,0,0,0,,,0
30,Taboada,CUB,0,1,1,0.0,-50.0,2
30,Camino,CUB,0,0,0,,,0
30,Gorguet,CUB,0,0,0,,,0
30,Charles,CUB,0,0,0,,,0
30,Adriano,BRA,0,6,9,0.0,-40.0,15
30,Honorato,BRA,0,0,0,,,0
30,Thales,BRA,0,0,0,,,0
30,Arthur,BRA,0,0,0,,,0
30,Klok,NED,0,0,0,,,0
30,Andringa,NED,0,0,0,,,0
30,De Weijer,NED,0,0,1,0.0,0.0,1
30,Bak,NED,0,0,0,,,0
30,Toman,SLO,0,0,0,,,0
30,Bračko,SLO,0,2,2,0.0,-50.0,4
30,Vinčić,SLO,0,0,0,,,0
30,Kovačič,SLO,0,0,0,,,0
30,Z. Štern,SLO,0,0,1,0.0,0.0,1
30,Kržič,SLO,0,0,0,,,0
30,Dagostino,USA,0,0,0,,,0
30,Tuaniga,USA,0,7,5,0.0,-58.33,12
30,Briggs,USA,0,0,0,,,0
30,Wildman,USA,0,0,0,,,0
30,Champlin,USA,0,5,3,0.0,-62.5,8
30,Marshman,USA,0,2,2,0.0,-50.0,4
30,Łomacz,POL,0,3,6,0.0,-33.33,9
30,Hawryluk,POL,0,0,0,,,0
30,Szymura,POL,0,0,0,,,0
30,Graven,GER,0,0,0,,,0
30,Kaliberda,GER,0,4,5,0.0,-44.44,9
30,Kunstmann,GER,0,0,0,,,0
30,Peter,GER,0,0,0,,,0
30,Goralik,GER,0,1,0,0.0,-100.0,1
30,Burggräf,GER,0,0,0,,,0
30,Balaso,ITA,0,0,0,,,0
30,Laurenzano,ITA,0,0,0,,,0
30,Hazrat,IRI,0,0,0,,,0
30,Javad,IRI,0,0,2,0.0,0.0,2
30,Arman,IRI,0,0,0,,,0
30,Barbast,IRI,0,5,3,0.0,-62.5,8
30,Kapur,SRB,0,0,0,,,0
30,Ristić,SRB,0,0,0,,,0
30,Marovt,SLO,0,0,0,,,0
30,Tille,GER,0,4,11,0.0,-26.67,15
30,Popiwczak,POL,0,0,0,,,0
30,Petrov,BUL,0,2,1,0.0,-66.67,3
30,Stankov,BUL,0,0,2,0.0,0.0,2
30,Kartev,BUL,0,0,0,,,0
30,Esfandiar,IRI,0,1,0,0.0,-100.0,1
30,E. Shoji,USA,0,0,0,,,0
30,Hofer,CAN,0,0,0,,,0
30,Meijs,NED,0,4,2,0.0,-66.67,6
30,Ahyi,NED,0,1,3,0.0,-25.0,4
30,Matheus G.,BRA,0,0,0,,,0
30,Sadati,IRI,0,0,0,,,0
30,Oya,JPN,0,0,0,,,0
30,Antov,BUL,0,3,5,0.0,-37.5,8
30,Dobrev,BUL,0,0,0,,,0
30,Bardarov,BUL,0,0,0,,,0
30,Planinšič,SLO,0,0,0,,,0
30,Zenger,GER,0,0,0,,,0
30,Arshia,IRI,0,2,0,0.0,-100.0,2
30,Porro P.,ITA,0,0,0,,,0
30,Cortesia,ITA,0,0,0,,,0
30,Gironi,ITA,0,5,2,0.0,-71.43,7
30,Rinaldi,ITA,0,0,0,,,0
30,Gaggini,ITA,0,0,0,,,0
30,Caneschi,ITA,0,3,1,0.0,-75.0,4
30,Zatorski,POL,0,0,0,,,0
30,Možič,SLO,0,1,0,0.0,-100.0,1
30,Falaschi,ITA,0,1,0,0.0,-100.0,1
30,Gardini,ITA,0,0,0,,,0
30,Aslan,TUR,0,0,0,,,0
30,Schnitzer,CAN,0,0,0,,,0
