Rank,Player Name,Team,Successful,Errors,Attempts,Average Per Match,Success,Total
58,Candeli,ITA,0,0,14,0.0,0.0,14
58,Fusaro,ITA,0,0,5,0.0,0.0,5
58,Bassanello,ITA,0,0,4,0.0,0.0,4
58,Schiro,ITA,0,1,1,0.0,0.0,2
58,Guzzo,ITA,0,0,0,,,0
58,Volpato,ITA,0,0,7,0.0,0.0,7
58,Crosato,ITA,0,1,0,0.0,0.0,1
58,Jeroncic,ITA,0,0,0,,,0
58,Penna,ITA,0,0,0,,,0
58,Ambrose,ITA,0,0,0,,,0
58,Pellegrino,ITA,0,0,0,,,0
58,Pochini,ITA,0,0,21,0.0,0.0,21
58,Freimanis,LAT,0,1,1,0.0,0.0,2
58,Palonsky,ARG,0,0,11,0.0,0.0,11
58,Gargiulo,ITA,0,1,7,0.0,0.0,8
58,Nicotra,ITA,0,0,5,0.0,0.0,5
58,Staforini,ITA,0,0,4,0.0,0.0,4
58,Maiocchi,ITA,0,0,1,0.0,0.0,1
58,Patry,FRA,0,1,38,0.0,0.0,39
58,Carbone,ITA,0,0,0,,,0
58,Russo,ITA,0,0,0,,,0
58,Condorelli,ITA,0,0,0,,,0
58,Bellanova,ITA,0,0,0,,,0
58,Tauletta,ITA,0,0,0,,,0
58,Ricci Maccarini,ITA,0,0,0,,,0
58,Dirlic P.,CRO,0,1,31,0.0,0.0,32
58,Gianotti,ITA,0,0,0,,,0
58,Laurendi,ITA,0,0,0,,,0
58,Saadat,IRI,0,0,2,0.0,0.0,2
58,Rossi,ITA,0,0,0,,,0
58,Sartoretti,ITA,0,0,0,,,0
58,Palmisano,ITA,0,0,0,,,0
58,Bovolenta,ITA,0,0,0,,,0
58,Nelli,ITA,0,1,2,0.0,0.0,3
58,Magliano,ITA,0,0,0,,,0
58,Volpe,ITA,0,0,0,,,0
58,Broccatelli,ITA,0,0,0,,,0
58,Baroni,ITA,0,0,0,,,0
58,Pascucci,ITA,0,0,0,,,0
58,Simoni,ITA,0,0,0,,,0
58,Coser,ITA,0,0,0,,,0
58,Dell'Osso,ITA,0,0,0,,,0
58,Parolari,ITA,0,0,0,,,0
58,Ranieri,ITA,0,0,0,,,0
58,Edwin,ITA,0,0,0,,,0
58,Tellone,ITA,0,0,0,,,0
