Rank,Player Name,Team,Successful,Errors,Attempts,Average Per Match,Success,Total
36,Anderson,USA,1,0,8,0.2,11.11,9
36,Le Goff,FRA,1,0,3,0.12,25.0,4
37,Lavia,ITA,0,0,1,0.0,0.0,1
37,Vettori,ITA,0,0,2,0.0,0.0,2
37,Kovar,ITA,0,0,0,,,0
37,Marshall,CAN,0,0,1,0.0,0.0,1
37,Isac,BRA,0,0,0,,,0
37,Lucas,BRA,0,0,3,0.0,0.0,3
37,Agrebi O,TUN,0,0,3,0.0,0.0,3
37,Ben Tara W,TUN,0,1,3,0.0,0.0,4
37,Douglas,BRA,0,0,1,0.0,0.0,1
37,Alan,BRA,0,0,0,,,0
37,Bouguerra.A,TUN,0,0,0,,,0
37,Mbareki S.,TUN,0,0,1,0.0,0.0,1
37,Lima B.,ARG,0,0,9,0.0,0.0,9
37,Bogdan,ROC,0,0,1,0.0,0.0,1
37,Poletaev,ROC,0,0,0,,,0
37,Kurkaev,ROC,0,0,0,,,0
37,Mendez,ARG,0,0,0,,,0
37,Ramos,ARG,0,0,0,,,0
37,Yamauchi,JPN,0,0,3,0.0,0.0,3
37,Maita,VEN,0,0,3,0.0,0.0,3
37,Verdi,VEN,0,0,2,0.0,0.0,2
37,Shimizu,JPN,0,0,1,0.0,0.0,1
37,Lee,JPN,0,0,1,0.0,0.0,1
37,Fernando,VEN,0,0,0,,,0
37,Oramas,VEN,0,0,0,,,0
37,Canelo,VEN,0,0,1,0.0,0.0,1
37,Mojarad,IRI,0,0,3,0.0,0.0,3
37,Kazemi,IRI,0,0,0,,,0
37,Semeniuk,POL,0,0,0,,,0
37,Nowakowski,POL,0,0,1,0.0,0.0,1
37,Morteza,IRI,0,0,1,0.0,0.0,1
37,Masoud,IRI,0,0,1,0.0,0.0,1
37,Boyer,FRA,0,0,3,0.0,0.0,3
37,Tillie,FRA,0,0,0,,,0
37,Louati,FRA,0,0,0,,,0
37,Ensing,USA,0,0,0,,,0
37,Stahl,USA,0,0,1,0.0,0.0,1
37,K. Shoji,USA,0,0,0,,,0
37,Jaeschke,USA,0,0,0,,,0
37,Muagututia,USA,0,0,3,0.0,0.0,3
37,Bultor,FRA,0,0,0,,,0
