web-scraper-order,web-scraper-start-url,Rank,Player Name,Team,Points,Attack Points,Block Points,Serve Points
"1741287772-22","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","18","Chinenyeze","FRA","16","10","5","1"
"1741287772-23","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","19","Alan","BRA","15","14","0","1"
"1741287772-24","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","20","Le Goff","FRA","14","11","2","1"
"1741287772-25","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","20","Giannelli","ITA","14","10","2","2"
"1741287772-26","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","21","Nishida","JPN","12","12","0","0"
"1741287772-27","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","21","Pajenk","SLO","12","11","1","0"
"1741287772-28","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","21","Urnaut","SLO","12","12","0","0"
"1741287772-29","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","21","Huber","POL","12","10","1","1"
"1741287772-30","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","22","Tillie","FRA","11","11","0","0"
"1741287772-31","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","22","Russell","USA","11","9","2","0"
"1741287772-32","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","23","Loser Bruno","ARG","10","7","2","1"
"1741287772-33","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","23","Možič","SLO","10","8","2","0"
"1741287772-34","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","23","Lucarelli","BRA","10","7","1","2"
"1741287772-35","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","24","Čebulj","SLO","9","8","1","0"
"1741287772-36","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","25","Averill","USA","8","6","1","1"
"1741287772-37","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","25","Fornal","POL","8","7","1","0"
"1741287772-38","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","26","Clevenot","FRA","7","6","1","0"
"1741287772-39","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","26","Kurek","POL","7","6","1","0"
"1741287772-40","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","27","Kukartsev","ARG","6","5","1","0"
"1741287772-41","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","27","Honorato","BRA","6","4","2","0"
"1741287772-42","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","27","Lucas","BRA","6","3","1","2"
"1741287772-43","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","28","Muagututia","USA","5","5","0","0"
"1741287772-44","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","28","Palonsky","ARG","5","5","0","0"
"1741287772-45","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","28","Flavio","BRA","5","4","1","0"
"1741287772-46","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","29","Christenson","USA","4","1","2","1"
"1741287772-47","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","29","Boyer","FRA","4","4","0","0"
"1741287772-48","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","29","Nishiyama","JPN","4","3","0","1"
"1741287772-49","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","30","Brizard","FRA","3","0","1","2"
"1741287772-50","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","30","Vicentin","ARG","3","3","0","0"
"1741287772-51","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","30","Ramos","ARG","3","2","1","0"
"1741287772-52","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","30","Kozamernik","SLO","3","2","1","0"
"1741287772-53","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","30","Bednorz","POL","3","3","0","0"
"1741287772-54","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","31","Carle","FRA","2","2","0","0"
"1741287772-55","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","31","Martinez Franchi","ARG","2","2","0","0"
"1741287772-56","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","31","Armoa Morel","ARG","2","1","0","1"
"1741287772-57","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","31","Janusz","POL","2","0","1","1"
"1741287772-58","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","31","Leal","BRA","2","2","0","0"
"1741287772-59","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Hanes","USA","1","1","0","0"
"1741287772-60","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Ma'a","USA","1","0","1","0"
"1741287772-61","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Toniutti","FRA","1","1","0","0"
"1741287772-62","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Zelayeta","ARG","1","1","0","0"
"1741287772-63","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Otsuka","JPN","1","1","0","0"
"1741287772-64","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Sekita","JPN","1","0","0","1"
"1741287772-65","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Semeniuk","POL","1","1","0","0"
"1741287772-66","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","32","Roque","BRA","1","1","0","0"
"1741287772-67","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Jendryk","USA","0","0","0","0"
"1741287772-68","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Dagostino","USA","0","0","0","0"
"1741287772-69","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","E. Shoji","USA","0","0","0","0"
"1741287772-70","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Grebennikov","FRA","0","0","0","0"
"1741287772-71","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Bultor","FRA","0","0","0","0"
"1741287772-72","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Louati","FRA","0","0","0","0"
"1741287772-73","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Diez","FRA","0","0","0","0"
"1741287772-74","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Jouffroy","FRA","0","0","0","0"
"1741287772-75","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Balaso","ITA","0","0","0","0"
"1741287772-76","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Sbertoli","ITA","0","0","0","0"
"1741287772-77","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Scanferla","ITA","0","0","0","0"
"1741287772-78","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Bottolo","ITA","0","0","0","0"
"1741287772-79","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Gironi","ITA","0","0","0","0"
"1741287772-80","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Rinaldi","ITA","0","0","0","0"
"1741287772-81","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Sanguinetti","ITA","0","0","0","0"
"1741287772-82","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Mosca","ITA","0","0","0","0"
"1741287772-83","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Sanchez Pages","ARG","0","0","0","0"
"1741287772-84","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Gallego","ARG","0","0","0","0"
"1741287772-85","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Danani","ARG","0","0","0","0"
"1741287772-86","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Lima B.","ARG","0","0","0","0"
"1741287772-87","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","De Cecco","ARG","0","0","0","0"
"1741287772-88","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Zerba","ARG","0","0","0","0"
"1741287772-89","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Kentaro","JPN","0","0","0","0"
"1741287772-90","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Tomita","JPN","0","0","0","0"
"1741287772-91","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Ogawa","JPN","0","0","0","0"
"1741287772-92","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Yamamoto","JPN","0","0","0","0"
"1741287772-93","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Eiro","JPN","0","0","0","0"
"1741287772-94","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Planinšič","SLO","0","0","0","0"
"1741287772-95","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Kök","SLO","0","0","0","0"
"1741287772-96","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Toman","SLO","0","0","0","0"
"1741287772-97","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Štalekar","SLO","0","0","0","0"
"1741287772-98","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Koncilja","SLO","0","0","0","0"
"1741287772-99","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Kovačič","SLO","0","0","0","0"
"1741287772-100","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Z. Štern","SLO","0","0","0","0"
"1741287772-101","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Ropret","SLO","0","0","0","0"
"1741287772-102","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Mujanović","SLO","0","0","0","0"
"1741287772-103","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Popiwczak","POL","0","0","0","0"
"1741287772-104","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Łomacz","POL","0","0","0","0"
"1741287772-105","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Zatorski","POL","0","0","0","0"
"1741287772-106","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Bruno","BRA","0","0","0","0"
"1741287772-107","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Otávio","BRA","0","0","0","0"
"1741287772-108","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Adriano","BRA","0","0","0","0"
"1741287772-109","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Fernando","BRA","0","0","0","0"
"1741287772-110","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Maique","BRA","0","0","0","0"
"1741287772-111","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Thales","BRA","0","0","0","0"
"1741287772-112","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Judson","BRA","0","0","0","0"
"1741287772-113","https://en.volleyballworld.com/volleyball/competitions/volleyball-nations-league/2022/finals-statistics/men/best-scorers/","33","Larry","JPN","0","0","0","0"
